Des-I,Emp-I,Des-O,Emp-O,DIA,MES,AÑO,DIANOM,TIPOVUELO,day_period,is_high_season,delay_status
SCCF,LAN,SCCF,LAN,28,1,2017,Sabado,N,evening,True,False
SCCF,LAN,SCCF,LAN,29,1,2017,Domingo,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,30,1,2017,Lunes,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,31,1,2017,Martes,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,1,1,2017,Domingo,N,morning,True,False
SCCF,LAN,SCCF,LAN,7,1,2017,Sabado,N,morning,True,False
SCCF,LAN,SCCF,LAN,2,1,2017,Lunes,N,morning,True,False
SCCF,LAN,SCCF,LAN,3,1,2017,Martes,N,morning,True,False
SCCF,LAN,SCCF,LAN,9,1,2017,Lunes,N,morning,True,False
SCCF,LAN,SCCF,LAN,10,1,2017,Martes,N,morning,True,False
SCCF,LAN,SCCF,LAN,16,1,2017,Lunes,N,morning,True,False
SCCF,LAN,SCCF,LAN,17,1,2017,Martes,N,morning,True,False
SCCF,LAN,SCCF,LAN,23,1,2017,Lunes,N,morning,True,False
SCCF,LAN,SCCF,LAN,24,1,2017,Martes,N,morning,True,False
SCCF,LAN,SCCF,LAN,30,1,2017,Lunes,N,morning,True,False
SCCF,LAN,SCCF,LAN,31,1,2017,Martes,N,morning,True,False
SCSE,LAN,SCSE,LAN,5,1,2017,Jueves,N,afternoon,True,False
SCSE,LAN,SCSE,LAN,6,1,2017,Viernes,N,afternoon,True,False
SCSE,LAN,SCSE,LAN,12,1,2017,Jueves,N,afternoon,True,False
SCSE,LAN,SCSE,LAN,13,1,2017,Viernes,N,afternoon,True,False
SCSE,LAN,SCSE,LAN,19,1,2017,Jueves,N,afternoon,True,False
SCSE,LAN,SCSE,LAN,20,1,2017,Viernes,N,afternoon,True,True
SCSE,LAN,SCSE,LAN,26,1,2017,Jueves,N,afternoon,True,False
SCSE,LAN,SCSE,LAN,27,1,2017,Viernes,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,1,1,2017,Domingo,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,4,1,2017,Miercoles,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,5,1,2017,Jueves,N,evening,True,False
SCCF,LAN,SCCF,LAN,11,1,2017,Miercoles,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,12,1,2017,Jueves,N,evening,True,False
SCCF,LAN,SCCF,LAN,18,1,2017,Miercoles,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,19,1,2017,Jueves,N,evening,True,True
SCCF,LAN,SCCF,LAN,25,1,2017,Miercoles,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,26,1,2017,Jueves,N,evening,True,False
SCCF,LAN,SCCF,LAN,2,1,2017,Lunes,N,evening,True,False
SCCF,LAN,SCCF,LAN,3,1,2017,Martes,N,evening,True,False
SCCF,LAN,SCCF,LAN,4,1,2017,Miercoles,N,evening,True,False
SCCF,LAN,SCCF,LAN,5,1,2017,Jueves,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,8,1,2017,Domingo,N,evening,True,False
SCCF,LAN,SCCF,LAN,9,1,2017,Lunes,N,evening,True,False
SCCF,LAN,SCCF,LAN,10,1,2017,Martes,N,evening,True,False
SCCF,LAN,SCCF,LAN,11,1,2017,Miercoles,N,evening,True,False
SCCF,LAN,SCCF,LAN,12,1,2017,Jueves,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,15,1,2017,Domingo,N,evening,True,False
SCCF,LAN,SCCF,LAN,16,1,2017,Lunes,N,evening,True,False
SCCF,LAN,SCCF,LAN,17,1,2017,Martes,N,evening,True,False
SCCF,LAN,SCCF,LAN,18,1,2017,Miercoles,N,evening,True,False
SCCF,LAN,SCCF,LAN,19,1,2017,Jueves,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,22,1,2017,Domingo,N,evening,True,False
SCCF,LAN,SCCF,LAN,23,1,2017,Lunes,N,evening,True,True
SCCF,LAN,SCCF,LAN,24,1,2017,Martes,N,evening,True,False
SCCF,LAN,SCCF,LAN,25,1,2017,Miercoles,N,evening,True,False
SCCF,LAN,SCCF,LAN,26,1,2017,Jueves,N,afternoon,True,False
SCCF,LAN,SCCF,LAN,29,1,2017,Domingo,N,evening,True,True
SCCF,LAN,SCCF,LAN,30,1,2017,Lunes,N,evening,True,False
SCCF,LAN,SCCF,LAN,31,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,4,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,10,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,17,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,24,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,31,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,4,1,2017,Miercoles,N,morning,True,True
SCDA,LAN,SCDA,LAN,5,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,6,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,7,1,2017,Sabado,N,morning,True,True
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,10,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,11,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,12,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,13,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,14,1,2017,Sabado,N,morning,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,17,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,18,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,19,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,20,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,21,1,2017,Sabado,N,morning,True,False
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,24,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,25,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,26,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,27,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,28,1,2017,Sabado,N,morning,True,False
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,31,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,morning,True,True
SCDA,LAN,SCDA,LAN,4,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,5,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,10,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,11,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,12,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,13,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,14,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,17,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,18,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,19,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,20,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,21,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,24,1,2017,Martes,N,morning,True,False
SCDA,LAN,SCDA,LAN,25,1,2017,Miercoles,N,morning,True,False
SCDA,LAN,SCDA,LAN,26,1,2017,Jueves,N,morning,True,False
SCDA,LAN,SCDA,LAN,27,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,28,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,31,1,2017,Martes,N,morning,True,False
SCFA,LAN,SCFA,LAN,1,1,2017,Domingo,N,morning,True,False
SCFA,LAN,SCFA,LAN,3,1,2017,Martes,N,morning,True,False
SCFA,LAN,SCFA,LAN,5,1,2017,Jueves,N,morning,True,True
SCFA,LAN,SCFA,LAN,6,1,2017,Viernes,N,morning,True,False
SCFA,LAN,SCFA,LAN,8,1,2017,Domingo,N,morning,True,False
SCFA,LAN,SCFA,LAN,10,1,2017,Martes,N,morning,True,False
SCFA,LAN,SCFA,LAN,12,1,2017,Jueves,N,morning,True,False
SCFA,LAN,SCFA,LAN,13,1,2017,Viernes,N,morning,True,False
SCFA,LAN,SCFA,LAN,15,1,2017,Domingo,N,morning,True,False
SCFA,LAN,SCFA,LAN,17,1,2017,Martes,N,morning,True,False
SCFA,LAN,SCFA,LAN,19,1,2017,Jueves,N,morning,True,False
SCFA,LAN,SCFA,LAN,20,1,2017,Viernes,N,morning,True,False
SCFA,LAN,SCFA,LAN,22,1,2017,Domingo,N,morning,True,False
SCFA,LAN,SCFA,LAN,24,1,2017,Martes,N,morning,True,False
SCFA,LAN,SCFA,LAN,26,1,2017,Jueves,N,morning,True,False
SCFA,LAN,SCFA,LAN,27,1,2017,Viernes,N,morning,True,False
SCFA,LAN,SCFA,LAN,29,1,2017,Domingo,N,morning,True,False
SCFA,LAN,SCFA,LAN,31,1,2017,Martes,N,morning,True,True
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,evening,True,True
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,morning,True,True
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,14,1,2017,Sabado,N,morning,True,False
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,21,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,28,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,morning,True,False
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,4,1,2017,Miercoles,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,5,1,2017,Jueves,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,6,1,2017,Viernes,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,7,1,2017,Sabado,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,10,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,11,1,2017,Miercoles,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,12,1,2017,Jueves,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,13,1,2017,Viernes,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,14,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,17,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,18,1,2017,Miercoles,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,19,1,2017,Jueves,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,20,1,2017,Viernes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,21,1,2017,Sabado,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,24,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,25,1,2017,Miercoles,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,26,1,2017,Jueves,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,27,1,2017,Viernes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,28,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,31,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,1,1,2017,Domingo,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,4,1,2017,Miercoles,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,5,1,2017,Jueves,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,6,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,7,1,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,10,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,11,1,2017,Miercoles,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,12,1,2017,Jueves,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,13,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,17,1,2017,Martes,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,18,1,2017,Miercoles,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,19,1,2017,Jueves,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,20,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,24,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,25,1,2017,Miercoles,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,26,1,2017,Jueves,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,27,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,28,1,2017,Sabado,N,evening,True,True
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,31,1,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,1,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,4,1,2017,Miercoles,N,evening,True,True
SCDA,LAN,SCDA,LAN,5,1,2017,Jueves,N,evening,True,False
SCDA,LAN,SCDA,LAN,6,1,2017,Viernes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,10,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,11,1,2017,Miercoles,N,evening,True,False
SCDA,LAN,SCDA,LAN,12,1,2017,Jueves,N,evening,True,True
SCDA,LAN,SCDA,LAN,13,1,2017,Viernes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,17,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,18,1,2017,Miercoles,N,evening,True,False
SCDA,LAN,SCDA,LAN,19,1,2017,Jueves,N,evening,True,False
SCDA,LAN,SCDA,LAN,20,1,2017,Viernes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,evening,True,True
SCDA,LAN,SCDA,LAN,24,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,25,1,2017,Miercoles,N,evening,True,False
SCDA,LAN,SCDA,LAN,26,1,2017,Jueves,N,evening,True,True
SCDA,LAN,SCDA,LAN,27,1,2017,Viernes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,evening,True,True
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,31,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,1,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,2,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,4,1,2017,Miercoles,N,evening,True,False
SCDA,LAN,SCDA,LAN,5,1,2017,Jueves,N,evening,True,False
SCDA,LAN,SCDA,LAN,6,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,9,1,2017,Lunes,N,evening,True,True
SCDA,LAN,SCDA,LAN,11,1,2017,Miercoles,N,evening,True,False
SCDA,LAN,SCDA,LAN,12,1,2017,Jueves,N,evening,True,False
SCDA,LAN,SCDA,LAN,13,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,16,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,18,1,2017,Miercoles,N,evening,True,False
SCDA,LAN,SCDA,LAN,19,1,2017,Jueves,N,evening,True,True
SCDA,LAN,SCDA,LAN,20,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,23,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,25,1,2017,Miercoles,N,evening,True,False
SCDA,LAN,SCDA,LAN,26,1,2017,Jueves,N,evening,True,False
SCDA,LAN,SCDA,LAN,27,1,2017,Viernes,N,evening,True,True
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,evening,True,False
SCDA,LAN,SCDA,LAN,30,1,2017,Lunes,N,evening,True,False
SCAR,LAN,SCAR,LAN,2,1,2017,Lunes,N,evening,True,False
SCAR,LAN,SCAR,LAN,3,1,2017,Martes,N,evening,True,False
SCAR,LAN,SCAR,LAN,2,1,2017,Lunes,N,morning,True,False
SCAR,LAN,SCAR,LAN,4,1,2017,Miercoles,N,morning,True,False
SCAR,LAN,SCAR,LAN,9,1,2017,Lunes,N,morning,True,False
SCAR,LAN,SCAR,LAN,10,1,2017,Martes,N,morning,True,False
SCAR,LAN,SCAR,LAN,11,1,2017,Miercoles,N,morning,True,False
SCAR,LAN,SCAR,LAN,16,1,2017,Lunes,N,morning,True,False
SCAR,LAN,SCAR,LAN,17,1,2017,Martes,N,morning,True,False
SCAR,LAN,SCAR,LAN,18,1,2017,Miercoles,N,morning,True,False
SCAR,LAN,SCAR,LAN,19,1,2017,Jueves,N,afternoon,True,False
SCAR,LAN,SCAR,LAN,23,1,2017,Lunes,N,morning,True,False
SCAR,LAN,SCAR,LAN,24,1,2017,Martes,N,morning,True,False
SCAR,LAN,SCAR,LAN,25,1,2017,Miercoles,N,morning,True,True
SCAR,LAN,SCAR,LAN,26,1,2017,Jueves,N,afternoon,True,False
SCAR,LAN,SCAR,LAN,30,1,2017,Lunes,N,morning,True,False
SCAR,LAN,SCAR,LAN,31,1,2017,Martes,N,morning,True,True
SCAR,LAN,SCAR,LAN,1,1,2017,Domingo,N,evening,True,False
SCAR,LAN,SCAR,LAN,3,1,2017,Martes,N,evening,True,True
SCAR,LAN,SCAR,LAN,5,1,2017,Jueves,N,afternoon,True,False
SCAR,LAN,SCAR,LAN,6,1,2017,Viernes,N,evening,True,False
SCAR,LAN,SCAR,LAN,8,1,2017,Domingo,N,evening,True,False
SCAR,LAN,SCAR,LAN,9,1,2017,Lunes,N,evening,True,False
SCAR,LAN,SCAR,LAN,12,1,2017,Jueves,N,afternoon,True,False
SCAR,LAN,SCAR,LAN,13,1,2017,Viernes,N,evening,True,False
SCAR,LAN,SCAR,LAN,14,1,2017,Sabado,N,evening,True,False
SCAR,LAN,SCAR,LAN,15,1,2017,Domingo,N,evening,True,False
SCAR,LAN,SCAR,LAN,16,1,2017,Lunes,N,evening,True,False
SCAR,LAN,SCAR,LAN,19,1,2017,Jueves,N,afternoon,True,False
SCAR,LAN,SCAR,LAN,20,1,2017,Viernes,N,evening,True,False
SCAR,LAN,SCAR,LAN,21,1,2017,Sabado,N,evening,True,False
SCAR,LAN,SCAR,LAN,22,1,2017,Domingo,N,evening,True,False
SCAR,LAN,SCAR,LAN,23,1,2017,Lunes,N,evening,True,False
SCAR,LAN,SCAR,LAN,26,1,2017,Jueves,N,afternoon,True,False
SCAR,LAN,SCAR,LAN,27,1,2017,Viernes,N,evening,True,False
SCAR,LAN,SCAR,LAN,28,1,2017,Sabado,N,evening,True,False
SCAR,LAN,SCAR,LAN,29,1,2017,Domingo,N,evening,True,False
SCAR,LAN,SCAR,LAN,30,1,2017,Lunes,N,evening,True,False
SCDA,LAN,SCDA,LAN,3,1,2017,Martes,N,evening,True,True
SCDA,LAN,SCDA,LAN,6,1,2017,Viernes,N,evening,True,False
SCDA,LAN,SCDA,LAN,8,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,10,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,13,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,15,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,17,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,20,1,2017,Viernes,N,morning,True,True
SCDA,LAN,SCDA,LAN,22,1,2017,Domingo,N,morning,True,False
SCDA,LAN,SCDA,LAN,24,1,2017,Martes,N,evening,True,False
SCDA,LAN,SCDA,LAN,27,1,2017,Viernes,N,morning,True,False
SCDA,LAN,SCDA,LAN,29,1,2017,Domingo,N,morning,True,False
SCAR,LAN,SCAR,LAN,5,1,2017,Jueves,N,evening,True,False
SCAR,LAN,SCAR,LAN,5,1,2017,Jueves,N,evening,True,False
SCAR,LAN,SCAR,LAN,12,1,2017,Jueves,N,evening,True,False
SCAR,LAN,SCAR,LAN,13,1,2017,Viernes,N,evening,True,True
SCAR,LAN,SCAR,LAN,15,1,2017,Domingo,N,evening,True,False
SCAR,LAN,SCAR,LAN,19,1,2017,Jueves,N,evening,True,False
SCAR,LAN,SCAR,LAN,20,1,2017,Viernes,N,evening,True,False
SCAR,LAN,SCAR,LAN,22,1,2017,Domingo,N,evening,True,False
SCAR,LAN,SCAR,LAN,26,1,2017,Jueves,N,evening,True,False
SCAR,LAN,SCAR,LAN,27,1,2017,Viernes,N,evening,True,False
SCAR,LAN,SCAR,LAN,29,1,2017,Domingo,N,evening,True,False
SCIE,LAN,SCIE,LXP,2,1,2017,Lunes,N,morning,True,False
SCIE,LAN,SCIE,LXP,3,1,2017,Martes,N,morning,True,False
SCIE,LAN,SCIE,LXP,4,1,2017,Miercoles,N,morning,True,False
SCIE,LAN,SCIE,LXP,5,1,2017,Jueves,N,morning,True,False
SCIE,LAN,SCIE,LXP,6,1,2017,Viernes,N,morning,True,False
SCIE,LAN,SCIE,LXP,9,1,2017,Lunes,N,morning,True,True
SCIE,LAN,SCIE,LXP,10,1,2017,Martes,N,morning,True,False
SCIE,LAN,SCIE,LXP,11,1,2017,Miercoles,N,morning,True,False
SCIE,LAN,SCIE,LXP,12,1,2017,Jueves,N,morning,True,False
SCIE,LAN,SCIE,LXP,13,1,2017,Viernes,N,morning,True,False
SCIE,LAN,SCIE,LXP,16,1,2017,Lunes,N,morning,True,False
SCIE,LAN,SCIE,LXP,17,1,2017,Martes,N,morning,True,False
SCIE,LAN,SCIE,LXP,18,1,2017,Miercoles,N,morning,True,False
SCIE,LAN,SCIE,LXP,19,1,2017,Jueves,N,morning,True,False
SCIE,LAN,SCIE,LXP,20,1,2017,Viernes,N,morning,True,False
SCIE,LAN,SCIE,LXP,23,1,2017,Lunes,N,morning,True,False
SCIE,LAN,SCIE,LXP,24,1,2017,Martes,N,morning,True,False
SCIE,LAN,SCIE,LXP,25,1,2017,Miercoles,N,morning,True,False
SCIE,LAN,SCIE,LXP,26,1,2017,Jueves,N,morning,True,False
SCIE,LAN,SCIE,LXP,27,1,2017,Viernes,N,morning,True,False
SCIE,LAN,SCIE,LXP,30,1,2017,Lunes,N,morning,True,False
SCIE,LAN,SCIE,LXP,31,1,2017,Martes,N,morning,True,False
SCIE,LAN,SCIE,LXP,2,1,2017,Lunes,N,morning,True,False
SCIE,LAN,SCIE,LXP,3,1,2017,Martes,N,morning,True,False
SCIE,LAN,SCIE,LXP,4,1,2017,Miercoles,N,morning,True,False
SCIE,LAN,SCIE,LXP,5,1,2017,Jueves,N,morning,True,False
